ID,Credit_Score
0x7c63,Standard
0x1892e,Standard
0xf30d,Standard
0xc894,Poor
0x146a6,Good
0x291b,Good
0x14b4c,Standard
0x125ad,Good
0x79c8,Good
0x1489e,Poor
0x398a,Standard
0x1dc61,Poor
0x18cd2,Standard
0xde84,Good
0x1ba66,Poor
0x3318,Standard
0x15e60,Good
0x11d3a,Standard
0x1979c,Poor
0xb5b1,Standard
0x4c11,Good
0x1af0f,Poor
0x1c729,Standard
0x12bfa,Poor
0xd999,Standard
0x2b32,Standard
0xa338,Standard
0x8d55,Poor
0x17077,Standard
0x4e12,Standard
0xb018,Standard
0x191e4,Standard
0x172cf,Standard
0xbf9d,Standard
0x1c3da,Standard
0xd2bd,Good
0x15ced,Standard
0x2340,Poor
0x15792,Standard
0x8a69,Good
0x15ca2,Standard
0x30e3,Good
0x12883,Standard
0xdab3,Standard
0x1ab3,Good
0x12438,Standard
0x111c7,Poor
0x12e84,Poor
0x16094,Poor
0xde54,Standard
0x7007,Good
0x9c72,Standard
0x18080,Standard
0xdc8b,Poor
0xe962,Standard
0x6d29,Standard
0x151b0,Good
0x161b3,Standard
0xaceb,Poor
0xaae5,Standard
0x160bb,Poor
0x3f2c,Good
0x1c9aa,Standard
0xaada,Good
0x2ffc,Poor
0xc406,Good
0xb933,Standard
0xc6b3,Good
0x13915,Poor
0x518b,Good
0x116f3,Standard
0x1daa,Good
0x5bb9,Poor
0x13e6c,Standard
0xa651,Standard
0x1bca7,Standard
0x12f21,Standard
0x1e65d,Standard
0x917a,Standard
0x174a7,Standard
0xc404,Good
0x11266,Standard
0x8f26,Standard
0x1d332,Poor
0x1b12d,Good
0x116c4,Standard
0x1e631,Standard
0x1ba98,Poor
0x1149d,Poor
0x14c4d,Good
0xd643,Standard
0x139d1,Good
0x11f95,Poor
0x12402,Poor
0x8f77,Poor
0x1b137,Standard
0xb442,Standard
0xca2c,Good
0xee9f,Poor
0x1b12a,Good
0x13caa,Good
0x16ec1,Poor
0x1a0e2,Good
0x3e7b,Standard
0x18800,Poor
0x1d0ff,Standard
0x17a74,Standard
0xdc34,Standard
0x19fb6,Poor
0x4786,Standard
0x1a5c4,Standard
0x101cc,Good
0x90e5,Standard
0x356f,Standard
0x876c,Standard
0x7ede,Poor
0x18fc6,Poor
0xdfc4,Standard
0xa225,Standard
0x1078f,Standard
0x1a3bf,Standard
0xb04a,Standard
0x1850,Standard
0x2f2f,Good
0x15abd,Standard
0x1e8cd,Standard
0x4899,Poor
0xfe17,Good
0xcfb5,Good
0xd13b,Poor
0x19453,Standard
0x6f3b,Good
0x1650d,Standard
0x3ed8,Standard
0xfa5d,Standard
0xd3d2,Standard
0x101e2,Standard
0xf1f3,Good
0x13070,Standard
0xff3a,Good
0x1e6f7,Good
0x692c,Standard
0x1f21,Good
0xe318,Standard
0xdc09,Good
0xfd93,Standard
0xb805,Good
0x174fa,Standard
0x1ce8d,Standard
0x1791,Standard
0x99f6,Good
0x1be23,Standard
0x70f8,Good
0x177c7,Good
0xe21e,Standard
0x5454,Good
0x119ce,Standard
0x8b72,Standard
0xc99d,Good
0x16c0f,Standard
0x15a87,Poor
0xcd1f,Standard
0x1e804,Good
0xfa58,Standard
0xebd3,Poor
0x130b6,Good
0x13ab7,Standard
0x10177,Good
0xeccf,Good
0x1198f,Poor
0x699c,Good
0xbdd2,Poor
0x169e7,Standard
0x193f,Poor
0xceca,Standard
0x1340f,Poor
0xe779,Poor
0x8d5f,Standard
0xdd87,Poor
0x6680,Poor
0xef94,Poor
0x10e5f,Good
0x16aca,Poor
0x12c83,Poor
0x9de9,Poor
0xa959,Standard
0xa3cf,Good
0xaf20,Poor
0x12620,Standard
0x191fe,Standard
0x1229a,Good
0x14db0,Standard
0xa457,Poor
0x17b36,Standard
0x1c0a2,Good
0x19de7,Good
0x1c88b,Standard
0x889e,Poor
0x1a07d,Standard
0x124f7,Good
0x9706,Good
0x1a1cd,Poor
0x11a48,Poor
0x1ae92,Poor
0xbe89,Good
0x187aa,Good
0x1912e,Good
0xaa83,Good
0x1232d,Standard
0x43a2,Good
0x12e76,Poor
0x2288,Poor
0xe694,Poor
0xff39,Good
0x1b5d8,Standard
0x13d85,Good
0x1a215,Standard
0x909a,Poor
0x171c7,Standard
0x25a2,Good
0x1e4e,Standard
0x117f6,Standard
0x15dae,Poor
0x10ec9,Standard
0x11f27,Standard
0x76de,Standard
0x237b,Good
0x1cb8c,Poor
0x9bda,Good
0x1e325,Standard
0x1c7c,Standard
0x4f81,Good
0x1b0b5,Good
0xe10c,Standard
0xe185,Standard
0xa5ba,Good
0x15f50,Standard
0x1bde6,Good
0x5301,Poor
0xfd1f,Good
0xe202,Standard
0xde00,Standard
0x15258,Good
0x2505,Good
0x1ba3e,Good
0x81f7,Good
0x7e3c,Standard
0x10cc2,Good
0x1ab0f,Good
0x4159,Standard
0x1d88c,Standard
0x14b88,Good
0x14a8a,Standard
0x9210,Poor
0x2061,Standard
0x2121,Standard
0xe4bf,Standard
0x19290,Standard
0x3f24,Standard
0x146b9,Poor
0xdc92,Good
0xae1f,Standard
0x1860,Standard
0x15743,Standard
0x1a6fa,Standard
0x3127,Good
0x2f1c,Good
0x11cb2,Standard
0x2cb8,Standard
0x1c25a,Standard
0x15195,Standard
0x19396,Poor
0x6f72,Good
0x1437c,Standard
0x6f1e,Poor
0xf908,Good
0x1ae99,Poor
0x13823,Standard
0x13789,Standard
0x25cf,Standard
0x15d11,Standard
0x18b71,Poor
0x1701c,Standard
0x7df3,Poor
0x149a0,Standard
0x1377a,Good
0x11fe8,Good
0x1c726,Standard
0xc907,Poor
0x11dcd,Poor
0x321c,Good
0x4860,Standard
0x1cbbf,Good
0xe78e,Good
0x1bf79,Standard
0x1d9c2,Standard
0x24e2,Good
0x123ed,Standard
0x1ba0e,Standard
0x2215,Standard
0x14f47,Poor
0x1a70,Poor
0x89ee,Poor
0x5d69,Standard
0x1a10,Poor
0x1c043,Good
0x6e18,Poor
0x6600,Good
0x11c0d,Good
0x11ea4,Good
0x110f5,Standard
0x4c57,Good
0x13b00,Standard
0x75d4,Poor
0x104b2,Poor
0xab36,Poor
0xeb7f,Poor
0x1d478,Good
0x1a57f,Standard
0x17a8,Standard
0xd85c,Good
0x2dc6,Poor
0x178b9,Good
0xc08d,Good
0x1e98d,Standard
0xc3fd,Good
0x9c84,Standard
0x9a09,Standard
0x15b1c,Standard
0x19a0,Good
0x1c89d,Good
0xeb88,Standard
0x1911c,Poor
0xbb42,Poor
0x146f5,Standard
0x6d37,Good
0x14f63,Good
0x19903,Standard
0x16350,Good
0xd1c5,Good
0x1865b,Standard
0x1df01,Standard
0x82f2,Poor
0x1b914,Good
0xe3f3,Standard
0x15e91,Good
0xe024,Standard
0x119ff,Good
0x2fe7,Standard
0x8ac1,Poor
0xacea,Poor
0x13761,Good
0x7245,Poor
0x1c2ea,Standard
0x544f,Good
0x12bb9,Standard
0xf6f8,Good
0xd943,Poor
0xf57c,Standard
0x87f1,Good
0x18187,Poor
0x1a4e2,Standard
0x197aa,Standard
0x3b0c,Good
0x10756,Poor
0x1bb87,Good
0x1b8c0,Poor
0x13e25,Poor
0x17048,Poor
0x794d,Poor
0x1116c,Poor
0x14f56,Good
0x61c9,Standard
0xc262,Good
0x1b89e,Poor
0x542e,Good
0x4cd2,Standard
0x1c74b,Poor
0x16989,Poor
0x1e4ff,Standard
0x1bb8f,Poor
0x16672,Poor
0x8aa7,Good
0x1ccf9,Standard
0xe71f,Standard
0x4130,Standard
0x1e948,Poor
0x11fc1,Standard
0x9637,Standard
0x7f8c,Standard
0x11ee0,Standard
0x549c,Standard
0x12350,Good
0xb654,Standard
0x1e4fe,Standard
0x12aa2,Good
0x3cd3,Poor
0x68e4,Good
0x1e756,Standard
0x13843,Poor
0x15c24,Standard
0x18480,Good
0x1e384,Good
0x19d94,Poor
0x4a83,Standard
0xba73,Standard
0x7da9,Standard
0xccf0,Good
0x1e17,Standard
0x1353a,Good
0x7284,Good
0x90e3,Standard
0x1073f,Standard
0x1a898,Poor
0x9a26,Standard
0xf6c6,Poor
0x1e023,Standard
0x5c59,Standard
0xa92c,Poor
0xf679,Standard
0x11095,Good
0x1594f,Good
0x11d0d,Standard
0x16cdb,Poor
0x15349,Good
0x11cab,Poor
0x7103,Standard
0x11b70,Good
0x1c79f,Good
0xa966,Poor
0x1a094,Standard
0xca89,Standard
0x19d87,Good
0x1b2dc,Standard
0x2ef4,Good
0xa064,Standard
0x4bd4,Standard
0x93c9,Standard
0x15501,Standard
0x164ad,Good
0xfee9,Standard
0xe204,Standard
0x848e,Poor
0x1b1ba,Standard
0x111c0,Standard
0x7ed8,Standard
0x300b,Good
0xa5c1,Good
0x3494,Poor
0x8409,Poor
0x7a63,Good
0x1d378,Standard
0x9ee4,Standard
0x8d17,Good
0xb594,Good
0x3864,Good
0x12223,Standard
0x1934,Standard
0x3a86,Poor
0x1809,Good
0x1877a,Good
0x114d8,Standard
0x912c,Standard
0x140a8,Standard
0x96d8,Good
0x17634,Standard
0x3020,Good
0x6bce,Poor
0xc9f1,Standard
0x1712c,Good
0x17d67,Standard
0x1cfd0,Poor
0x1afe5,Poor
0x16c4d,Good
0x1441f,Standard
0x141d5,Standard
0x15651,Good
0x5d76,Poor
0x10a05,Good
0x10072,Standard
0x18890,Standard
0xed38,Standard
0x6d07,Standard
0x10c21,Poor
0x159c0,Good
0xfc2b,Standard
0x9343,Standard
0x17412,Standard
0x15cef,Standard
0x3f25,Standard
0x11557,Poor
0x1d304,Good
0xd395,Good
0x14f02,Standard
0x19921,Standard
0xdf08,Good
0x182dc,Standard
0x1c905,Poor
0x115c7,Good
0x1b858,Standard
0x1900f,Standard
0x10faa,Good
0x3622,Good
0x89b3,Good
0x18a09,Poor
0x6451,Poor
0x10c71,Poor
0xfa1d,Good
0x668f,Good
0x1aecf,Poor
0x12788,Good
0x2649,Standard
0x1fd3,Standard
0x3a5b,Standard
0x9372,Standard
0x1a180,Good
0x6a62,Standard
0x19dcc,Standard
0x104fe,Good
0x180de,Good
0x10bf0,Poor
0xd53d,Poor
0x155e3,Standard
0x17bc2,Poor
0x1bb27,Standard
0x5870,Good
0x1539b,Standard
0x58b7,Good
0x5b41,Standard
0x16d8e,Standard
0x14ca8,Standard
0x5952,Standard
0x4b2d,Standard
0x6c09,Standard
0x1aa50,Poor
0xadab,Standard
0xe6d1,Standard
0xbbfe,Good
0xdaa1,Good
0xeb8a,Standard
0x14869,Good
0x17233,Standard
0x8521,Poor
0x9061,Standard
0x65f3,Good
0x62f3,Good
0x13269,Standard
0x144fc,Standard
0x1d694,Standard
0x8258,Standard
0xec18,Good
0x15847,Poor
0xf6fb,Good
0x17eb1,Good
0xe75e,Good
0xc263,Good
0x8ccb,Good
0xdb00,Standard
0x1e9df,Standard
0x17b32,Standard
0x1d4a8,Poor
0x1c91f,Standard
0x54ba,Standard
0x5995,Good
0x78ed,Good
0x5446,Poor
0x10cb8,Poor
0xe4be,Standard
0xf9bc,Standard
0x18cde,Good
0x6efc,Good
0xd5d5,Standard
0x1f4c,Good
0xd7b5,Standard
0x9f25,Poor
0x1a684,Good
0x785e,Standard
0x8184,Poor
0x10298,Poor
0x1041b,Standard
0x1e887,Standard
0x17b64,Standard
0x1a4c0,Poor
0x26fb,Poor
0x73e7,Standard
0xd725,Standard
0x1ce3d,Good
0x18397,Poor
0x10f07,Standard
0x1e945,Poor
0xf00a,Standard
0x12a7c,Poor
0x1aae1,Standard
0x410e,Standard
0x126e5,Standard
0x2844,Good
0x1a750,Poor
0x1592c,Standard
0x3cb3,Standard
0x1b924,Good
0x10cdf,Good
0xde44,Good
0x8df6,Good
0xf36b,Standard
0x1c6e0,Poor
0x14f94,Good
0x12be7,Standard
0x19d0b,Standard
0x1d9f3,Poor
0xc6c9,Standard
0x1c3e1,Standard
0x3360,Good
0x7843,Good
0x1aa72,Good
0x17e64,Standard
0x11a72,Standard
0x15b4c,Poor
0x7da7,Standard
0x8416,Standard
0xb3dd,Good
0xd5d8,Standard
0x1042e,Poor
0x10d87,Standard
0x8f01,Poor
0x5abe,Good
0x1142e,Poor
0x1f6f,Standard
0x12706,Standard
0x1e706,Poor
0x18fa7,Standard
0x4fba,Poor
0x1044d,Good
0x1829b,Poor
0x1d73b,Good
0xcbf0,Standard
0x306d,Good
0x19092,Standard
0xb3a7,Standard
0xbfb6,Standard
0x1263d,Standard
0x14319,Standard
0xa9eb,Good
0x12053,Good
0x1d730,Standard
0x1dbdf,Standard
0xa9c4,Standard
0x1de32,Good
0xea8d,Good
0xae83,Standard
0xe68f,Poor
0xfe61,Good
0xff0d,Poor
0x11e29,Standard
0x12b6f,Poor
0x1a169,Standard
0xa60e,Standard
0x38f4,Poor
0x16ee0,Standard
0x13403,Standard
0x16ed2,Poor
0x1bbfe,Poor
0x1339f,Standard
0x1373a,Good
0x15d1f,Standard
0x8d23,Standard
0x189b,Standard
0xb544,Standard
0x96cb,Poor
0x7749,Good
0x1bffa,Standard
0x54b3,Good
0x13e8b,Standard
0x9300,Good
0xf33b,Standard
0x1a83,Good
0xc673,Standard
0x167bf,Poor
0x10717,Good
0x10f1e,Standard
0x27e5,Standard
0x167c5,Poor
0x685e,Standard
0x1d29f,Poor
0x32e7,Good
0xe416,Standard
0x1d924,Standard
0xfa2d,Standard
0xe598,Poor
0xb08f,Standard
0x15ff8,Standard
0x19122,Good
0x833d,Standard
0x1de71,Good
0x1d6b7,Poor
0x1904,Standard
0x13934,Standard
0x5d49,Standard
0x1aab4,Good
0xc0a9,Good
0x21ec,Good
0xe376,Standard
0x1bda5,Poor
0x731a,Poor
0x1612,Good
0xeb32,Good
0x1a664,Poor
0xe0fa,Good
0x972b,Standard
0x13e8e,Standard
0xac27,Standard
0x1a1f6,Standard
0x8d91,Good
0x6d93,Standard
0x1430e,Poor
0x7bde,Standard
0x6eb2,Standard
0xea6d,Standard
0x1308d,Standard
0xa0e6,Good
0x7697,Good
0x195e3,Standard
0x1c401,Standard
0xc83a,Standard
0xbd01,Good
0x1cc32,Good
0x2089,Poor
0x18c9b,Good
0x12c80,Poor
0x16db3,Standard
0x1d798,Standard
0x5a07,Standard
0x4c98,Standard
0x13ec7,Standard
0xa179,Good
0x26b6,Standard
0x17bae,Standard
0x11a5b,Good
0x14c1c,Poor
0x15818,Good
0x1d826,Standard
0x1615f,Poor
0x18636,Poor
0x12741,Good
0x12e01,Standard
0x59f1,Poor
0x102ed,Standard
0x32b9,Poor
0x1b587,Standard
0x5478,Standard
0xfff6,Poor
0xf0b2,Good
0xb5e9,Standard
0x1acc4,Standard
0x1740a,Standard
0x5aaf,Poor
0xaf1d,Poor
0x82a0,Standard
0x1acb6,Standard
0x1e922,Poor
0x15420,Poor
0x15aac,Poor
0x10b75,Good
0x11124,Good
0x6024,Standard
0x119d7,Standard
0xfe62,Good
0x17f0c,Good
0x1aeb9,Standard
0x7e6b,Good
0x13147,Good
0xb36b,Good
0xed07,Standard
0x1aa9b,Poor
0x5de4,Good
0x18c3b,Standard
0x1bc0,Standard
0x1dfd8,Standard
0x3aaf,Standard
0x27f6,Good
0x1485a,Poor
0xa785,Standard
0xe3cc,Standard
0x108df,Standard
0xfa5a,Standard
0xbce5,Standard
0x186ed,Standard
0x1d539,Good
0x1bfed,Poor
0x1e4ec,Good
0x127ff,Poor
0x139c6,Standard
0x8d5c,Standard
0xb087,Poor
0x1e559,Standard
0x1f56,Good
0xea3c,Poor
0x16004,Good
0x139de,Poor
0x1ebc,Standard
0xe022,Standard
0x4d64,Standard
0x94e8,Standard
0x278c,Standard
0x131fb,Good
0x3a44,Standard
0x937f,Standard
0x49da,Poor
0xca7b,Good
0x16f1f,Poor
0x51b2,Standard
0xef29,Standard
0x1a7a,Poor
0x5ec6,Standard
0xfddb,Standard
0xb9d9,Standard
0xb5a1,Standard
0xd3ff,Standard
0x17ccc,Standard
0x1be3b,Good
0x602c,Good
0x149b4,Standard
0x39ed,Good
0x44e6,Good
0x119dd,Standard
0xedcb,Poor
0x1211b,Standard
0x17b07,Good
0x11f83,Standard
0x16ac5,Good
0xff8f,Poor
0x1ea20,Good
0x11c16,Poor
0x7315,Good
0x7663,Good
0x432c,Good
0xba2d,Standard
0x14023,Poor
0xd76c,Standard
0x1bbc5,Standard
0x14387,Good
0x3e5f,Standard
0x50fc,Good
0x34b9,Standard
0x133b0,Good
0xf2aa,Poor
0xa484,Good
0x14cc1,Standard
0x1330e,Poor
0xb90f,Poor
0x190f8,Poor
0x1925a,Good
0xdddc,Good
0x1e3af,Poor
0xd1b4,Good
0x13d6c,Good
0x4cbd,Good
0x174d3,Poor
0x16200,Poor
0x679f,Poor
0x8b34,Poor
0x3fd2,Poor
0x21a9,Standard
0x76ac,Good
0x13bf9,Poor
0x1e186,Poor
0x14b4a,Standard
0x791f,Standard
0x7230,Good
0x7c57,Standard
0xa1b9,Good
0x126cb,Standard
0xf831,Standard
0xbe1c,Poor
0x17791,Standard
0x1652b,Good
0x22c3,Standard
0x1cba,Standard
0x14d38,Standard
0xfd72,Good
0xc57c,Good
0x18b3f,Good
0x9526,Good
0xfde1,Standard
0x10ba4,Standard
0x161ef,Standard
0x10333,Standard
0x231d,Poor
0x416d,Good
0x5a19,Poor
0x1827b,Good
0x11355,Standard
0x16e8b,Poor
0xff61,Standard
0x1e397,Standard
0x51fc,Standard
0x11ed1,Standard
0x13b68,Poor
0xc2f2,Good
0x1b25e,Poor
0x8cd8,Standard
0x11166,Poor
0x13a9c,Standard
0x900b,Poor
0xbdc7,Good
0x19b6,Poor
0x71fa,Good
0x17fb4,Poor
0x1e378,Standard
0x5b74,Standard
0x1ab64,Poor
0x1d54f,Good
0x11da6,Poor
0x3772,Poor
0x13ec9,Standard
0xf983,Standard
0x1940f,Good
0x1158b,Poor
0x4f80,Good
0xc369,Poor
0x18f36,Standard
0x187f4,Standard
0xc067,Standard
0x60fc,Standard
0x9aa2,Poor
0x1994e,Poor
0x1e142,Standard
0xcf17,Standard
0x1add4,Standard
0x815a,Standard
0x7a79,Standard
0x2f05,Standard
0x8d6d,Standard
0x1cdfa,Standard
0x142ce,Good
0x1b95d,Standard
0x9ac9,Standard
0x1b35a,Standard
0x129a4,Standard
0x1628c,Poor
0x4d7a,Standard
0x701f,Good
0xc736,Good
0xfc06,Standard
0x157ea,Standard
0x407f,Standard
0xdbe0,Standard
0x188fd,Poor
0x1068a,Good
0x3e9b,Poor
0x1d8d4,Good
0x2a66,Standard
0x1e0bb,Standard
0x4d65,Standard
0x7483,Poor
0x18a64,Good
0x1413d,Standard
0x1af9e,Standard
0x15104,Poor
0x194d8,Standard
0x4e84,Good
0x13cdd,Good
0x6374,Good
0x1619c,Good
0xd8ef,Standard
0x9621,Standard
0x1a478,Good
0x193f7,Standard
0x45df,Good
0x1a4ae,Standard
0x16ab2,Poor
0x1b3df,Standard
0x842a,Standard
0x301f,Good
0x1dd9d,Good
0xf55e,Standard
0xc72d,Standard
0xab49,Poor
0xda87,Good
0x11fd0,Good
0xe761,Good
0xbae5,Poor
0x5d1f,Standard
0x712e,Good
0x1794b,Poor
0x19f7,Standard
0x1e28e,Good
0x1622b,Good
0x194cd,Good
0x1d115,Poor
0x1c818,Standard
0x9e7b,Poor
0x6f22,Poor
0x34f8,Poor
0x1798e,Good
0xa3c8,Good
0x13efd,Standard
0x8f9d,Standard
0x1754b,Poor
0x15235,Poor
0x8ba0,Good
0x13abf,Good
0x15884,Good
0x771a,Poor
0xc729,Standard
0x126ed,Good
0x162d8,Standard
0x1745c,Good
0x17acc,Good
0x1c1d1,Good
0x3df5,Poor
0x1a3b9,Good
0x1b55f,Poor
0xb023,Standard
0x104dc,Good
0x6bb2,Good
0xf15a,Poor
0x18798,Poor
0x141ae,Good
0x2e72,Good
0x1d11,Standard
0x13b1f,Poor
0x56a9,Good
0x6b40,Standard
0xcf76,Standard
0xc83f,Standard
0xc47a,Good
0xe2b6,Good
0x14203,Poor
0x5fdc,Poor
0x2319,Poor
0xcb32,Good
0x114e0,Standard
0x1a172,Standard
0x1631d,Standard
0x17d2a,Standard
0x18b1,Poor
0x18a36,Poor
0xce91,Good
0x13bd9,Poor
0x19b83,Standard
0x50e6,Good
0x1db5b,Good
0x4825,Poor
0x14874,Standard
0xc9fa,Good
0x1ba03,Good
0x1632,Standard
0x110a0,Poor
0x1328d,Standard
0xe656,Good
0x776a,Good
0x1288e,Good
0xb301,Standard
0x315d,Standard
0xc049,Standard
0x13c15,Standard
0x17508,Standard
0x188c2,Standard
0xede1,Poor
0x9ada,Good
0xe149,Good
0x51d8,Good
0x5739,Poor
0x29ff,Standard
0x185ca,Standard
0xcb77,Poor
0x1805d,Standard
0x18c55,Standard
0x1cd63,Poor
0x1cb43,Standard
0x12b93,Poor
0x6f8a,Standard
0xfaa2,Standard
0x6ae8,Standard
0x113a0,Standard
0x130e8,Standard
0x12d21,Good
0x17ec7,Standard
0x11a2a,Good
0x102a4,Standard
0xdbea,Good
0x148b9,Good
0x156de,Poor
0xcd04,Standard
0x14a0b,Standard
0x19d5,Good
0x1790c,Good
0x16d47,Good
0x12bc0,Standard
0xffcc,Standard
0x19423,Standard
0x1d15d,Good
0xeaf1,Standard
0xfb10,Poor
0x185a,Standard
0x9e6c,Good
0x1a386,Standard
0x19373,Standard
0x1bf22,Good
0x15e3a,Poor
0x987a,Poor
0x10920,Good
0x78f1,Good
0x17e11,Poor
0x1e944,Poor
0x14c48,Good
0x10885,Standard
0xf17a,Standard
0xd7e7,Good
0xc470,Standard
0x19cde,Good
0x10f02,Standard
0x808f,Poor
0xfae9,Standard
0xf4a3,Poor
0x1b24c,Good
0x1bfd4,Standard
0xbd9c,Good
0x149c1,Good
0xb4c8,Standard
0x11d9d,Poor
0x1cc36,Good
0x693d,Standard
0x13938,Standard
0x12954,Good
0x19517,Standard
0x4208,Good
0x9d0e,Standard
0x4a01,Standard
0x1e517,Poor
0x7771,Good
0x1e7d3,Poor
0x7890,Standard
0x13db3,Good
0x1d4a3,Poor
0x108ea,Poor
0xb626,Standard
0x7b6b,Good
0x11062,Standard
0x11d67,Poor
0x172ea,Standard
0x1013d,Standard
0x9d66,Good
0x6492,Good
0x15486,Poor
0x11f88,Standard
0x16155,Standard
0x1d8b7,Good
0x4d92,Standard
0x1d9a7,Good
0xd164,Standard
0x13dce,Good
0x257f,Poor
0xf768,Good
0x1e525,Standard
0x1dc65,Poor
0x109c4,Good
0x1e90,Good
0x1a04,Poor
0x4f8b,Good
0x11aec,Standard
0x14c30,Standard
0x1c74a,Poor
0x83da,Poor
0x1ba1b,Good
0x12090,Good
0x263f,Good
0xe294,Good
0x1b1d3,Poor
0xf081,Standard
0x16304,Poor
0x8e4d,Standard
0x153c6,Good
0x28ad,Good
0x19d7c,Standard
0x15879,Poor
0x194c2,Standard
0x4c27,Standard
0x63b0,Good
0x19c8d,Poor
0x7efd,Standard
0x1df26,Standard
0xc2fb,Standard
0x2da3,Poor
0x174ae,Good
0x1e54,Standard
0x1cff2,Standard
0x9774,Good
0x1e1bd,Good
0x18f6d,Standard
0x114b3,Poor
0x145f7,Standard
0x10520,Good
0x8022,Standard
0x5cb8,Standard
0x6e47,Poor
0x9080,Standard
0x6642,Good
0x177bb,Standard
0x169c4,Standard
0x1e3c6,Poor
0x3a2a,Good
0x19178,Good
0xaccf,Standard
0x129fd,Good
0x185e9,Standard
0xc762,Good
0x9639,Standard
0x1d123,Standard
0x4f7a,Good
0x1ced9,Good
0x131d7,Good
0x1bcb5,Poor
0x13c65,Standard
0xab21,Standard
0x3ad2,Good
0x11859,Good
0x2145,Poor
0x120e1,Standard
0x3917,Standard
0x671e,Standard
0xca38,Standard
0x7937,Good
0x1a4eb,Good
0x1a520,Standard
0x1b667,Poor
0x12ac3,Standard
0x1694f,Standard
0x3e03,Poor
0x1a3da,Good
0x1879e,Standard
0x13c75,Standard
0x1b08c,Good
0x4b06,Good
0x1296d,Standard
0xccd4,Good
0xff83,Poor
0xa997,Standard
0x100f7,Poor
0xf440,Standard
0x16f2b,Poor
0x5ecf,Standard
0x7a30,Standard
0x1e3b1,Poor
0xfb48,Poor
0x15e79,Standard
0x2d82,Good
0xe9fb,Poor
0x5057,Good
0x10f3f,Good
0x16403,Poor
0x1c11b,Poor
0xe400,Standard
0x8f9e,Standard
0x1202b,Good
0xf744,Standard
0x18468,Good
0x15add,Standard
0x14798,Poor
0x92e7,Poor
0x148dc,Standard
0x15a69,Standard
0x1be9e,Standard
0x9107,Standard
0xb13a,Good
0x13255,Poor
0xca9f,Good
0x1318f,Good
0x3081,Poor
0x16620,Standard
0x1a995,Poor
0xdadb,Poor
0x159d3,Good
0x4ddd,Poor
0x6138,Standard
0x1463c,Poor
0x1d691,Standard
0xbe72,Poor
0x1e0b,Poor
0x1a0e9,Good
0x10e47,Good
0x1b08e,Good
0x11709,Standard
0x1e6ca,Good
0x1ca83,Poor
0x10297,Poor
0x176ff,Poor
0x110f0,Standard
0x916e,Standard
0x6adb,Standard
0x18822,Standard
0x12e77,Poor
0x922f,Good
0x18772,Poor
0x1c7e3,Poor
0x3082,Poor
0x5f92,Good
0x17302,Good
0xc05c,Standard
0x10430,Poor
0xa61a,Standard
0x47f4,Standard
0x108be,Standard
0x13980,Standard
0xfd12,Good
0x1935a,Poor
0xe086,Poor
0xa279,Standard
0x1e96a,Good
0xfe05,Good
0x161f4,Standard
0x6f06,Good
0x171de,Standard
0xfbb4,Poor
0x2695,Good
0xa8a2,Poor
0x163c5,Poor
0x1299c,Good
0x1b4d2,Standard
0x17916,Standard
0xab13,Standard
0x150bc,Standard
0xd7f4,Standard
0xad88,Standard
0x4e76,Good
0x11226,Standard
0x17e7f,Standard
0x1be03,Good
0x1a3fa,Good
0x18a4,Standard
0x1cea,Standard
0xe96e,Good
0x190f4,Poor
0x8425,Standard
0x4343,Standard
0x5b4b,Standard
0x1dc28,Standard
0x11385,Poor
0x13b3a,Poor
0x17d8d,Standard
0x1abdb,Poor
0x320b,Good
0xf7de,Poor
0xd47d,Good
0x1b6c9,Standard
0x1cb75,Standard
0x1dac6,Good
0x169e0,Standard
0x62f4,Good
0x4dcc,Poor
0x5f17,Standard
0x169cf,Good
0xbec5,Standard
0x16671,Poor
0x133bc,Standard
0x4e5d,Poor
0x15b16,Standard
0xf83d,Good
0x5f6d,Good
0x14197,Good
0x6226,Standard
0x13612,Poor
0x1f87,Standard
0x1124d,Poor
0x18374,Standard
0x4177,Poor
0x1e0d9,Good
0x136c7,Standard
0x12158,Good
0x40ce,Good
0x678c,Poor
0x1a155,Standard
0x9f45,Standard
0x16cba,Good
0xe1e5,Poor
0xe8ff,Good
0x1ab5c,Standard
0x5632,Poor
0x114a8,Standard
0x11e1d,Standard
0x16dc5,Standard
0xc3b3,Good
0xf031,Good
0x68be,Poor
0x11082,Standard
0x1c52d,Standard
0xec88,Standard
0x61e7,Poor
0x16cf3,Poor
0xda3d,Poor
0x1ce99,Poor
0xe63d,Standard
0x159f1,Standard
0x81cd,Good
0x13f33,Standard
0x1bcfd,Standard
0x19b09,Standard
0x11cb7,Standard
0xb61c,Good
0xe662,Good
0x6768,Poor
0x1afa6,Standard
0xe5b1,Standard
0x19ba7,Standard
0x2aa6,Poor
0xce0c,Standard
0x2ff3,Standard
0x1e80b,Poor
0x705c,Poor
0x1dcc5,Good
0x17d20,Standard
0xb545,Standard
0x10d32,Standard
0x1e6d5,Poor
0x10c87,Good
0x1cd5e,Poor
0xb602,Standard
0xf2f3,Good
0xbabc,Standard
0x9df2,Standard
0x1455c,Standard
0xf510,Good
0x7c71,Poor
0x4cc2,Standard
0x1ad46,Standard
0xb840,Good
0x1c782,Standard
0xa89b,Good
0x19995,Standard
0x72c7,Good
0x16e77,Good
0xf009,Standard
